"","Year","state","total_sum"
"962","2015","Mississippi",252372
"963","2015","Missouri",584875
"964","2015","Montana",127705
"965","2015","Nebraska",79340
"966","2015","Nevada",127480
"967","2015","New Hampshire",136816
"968","2015","New Jersey",90034
"969","2015","New Mexico",147912
"970","2015","New York",346048
"971","2015","North Carolina",531876
"972","2015","North Dakota",69429
"973","2015","Ohio",748502
"974","2015","Oklahoma",359276
"975","2015","Oregon",276126
"976","2015","Pennsylvania",993429
"977","2015","Puerto Rico",15892
"978","2015","Rhode Island",22129
"979","2015","South Carolina",326997
"980","2015","South Dakota",100268
"981","2015","Tennessee",654192
"982","2015","Texas",1574266
"983","2015","Utah",254814
"984","2015","Vermont",34588
"985","2015","Virgin Islands",1342
"986","2015","Virginia",462997
"987","2015","Washington",502280
"988","2015","West Virginia",249014
"989","2015","Wisconsin",383280
"990","2015","Wyoming",62339
"991","2016","Alabama",616947
"992","2016","Alaska",87647
"993","2016","Arizona",416279
"994","2016","Arkansas",266014
"995","2016","California",2377167
"996","2016","Colorado",540514
"997","2016","Connecticut",317692
"998","2016","Delaware",59430
"999","2016","District of Columbia",875
"1000","2016","Florida",1435340
"1001","2016","Georgia",612985
"1002","2016","Guam",2123
"1003","2016","Hawaii",16681
"1004","2016","Idaho",156343
"1005","2016","Illinois",1924070
"1006","2016","Indiana",1436725
"1007","2016","Iowa",202277
"1008","2016","Kansas",196548
"1009","2016","Kentucky",3676847
"1010","2016","Louisiana",391869
"1011","2016","Maine",111582
"1012","2016","Mariana Islands",17
"1013","2016","Maryland",165367
"1014","2016","Massachusetts",226212
"1015","2016","Michigan",579605
"1016","2016","Minnesota",651599
"1017","2016","Mississippi",276161
"1018","2016","Missouri",632319
"1019","2016","Montana",136337
"1020","2016","Nebraska",88663
"1021","2016","Nevada",147992
"1022","2016","New Hampshire",165164
"1023","2016","New Jersey",121853
"1024","2016","New Mexico",161216
"1025","2016","New York",404772
"1026","2016","North Carolina",601445
"1027","2016","North Dakota",72036
"1028","2016","Ohio",875724
"1029","2016","Oklahoma",364590
"1030","2016","Oregon",324708
"1031","2016","Pennsylvania",1143220
"1032","2016","Puerto Rico",15861
"1033","2016","Rhode Island",27758
"1034","2016","South Carolina",402978
"1035","2016","South Dakota",111921
"1036","2016","Tennessee",714774
"1037","2016","Texas",1721726
"1038","2016","Utah",294907
"1039","2016","Vermont",39417
"1040","2016","Virgin Islands",1087
"1041","2016","Virginia",528369
"1042","2016","Washington",713996
"1043","2016","West Virginia",242350
"1044","2016","Wisconsin",561819
"1045","2016","Wyoming",63594
"1046","2017","Alabama",477345
"1047","2017","Alaska",80839
"1048","2017","Arizona",384930
"1049","2017","Arkansas",237629
"1050","2017","California",1570110
"1051","2017","Colorado",496995
"1052","2017","Connecticut",181779
"1053","2017","Delaware",50639
"1054","2017","District of Columbia",1540
"1055","2017","Florida",1276549
"1056","2017","Georgia",541655
"1057","2017","Guam",1815
"1058","2017","Hawaii",12742
"1059","2017","Idaho",182099
"1060","2017","Illinois",1601087
"1061","2017","Indiana",830357
"1062","2017","Iowa",160981
"1063","2017","Kansas",191451
"1064","2017","Kentucky",4641480
"1065","2017","Louisiana",329201
"1066","2017","Maine",96590
"1067","2017","Mariana Islands",159
"1068","2017","Maryland",158659
"1069","2017","Massachusetts",206492
"1070","2017","Michigan",513243
"1071","2017","Minnesota",683544
"1072","2017","Mississippi",251852
"1073","2017","Missouri",524973
"1074","2017","Montana",123938
"1075","2017","Nebraska",74318
"1076","2017","Nevada",129622
"1077","2017","New Hampshire",129090
"1078","2017","New Jersey",103739
"1079","2017","New Mexico",159779
"1080","2017","New York",382495
"1081","2017","North Carolina",537813
"1082","2017","North Dakota",66977
"1083","2017","Ohio",753072
"1084","2017","Oklahoma",334351
"1085","2017","Oregon",341167
"1086","2017","Pennsylvania",1062651
"1087","2017","Puerto Rico",18811
"1088","2017","Rhode Island",24677
"1089","2017","South Carolina",396920
"1090","2017","South Dakota",98573
"1091","2017","Tennessee",767953
"1092","2017","Texas",1549434
"1093","2017","Utah",270477
"1094","2017","Vermont",37610
"1095","2017","Virgin Islands",1210
"1096","2017","Virginia",520827
"1097","2017","Washington",579678
"1098","2017","West Virginia",222768
"1099","2017","Wisconsin",526523
"1100","2017","Wyoming",54711
"1101","2018","Alabama",474294
"1102","2018","Alaska",78761
"1103","2018","Arizona",377838
"1104","2018","Arkansas",248439
"1105","2018","California",1297132
"1106","2018","Colorado",524770
"1107","2018","Connecticut",177690
"1108","2018","Delaware",47723
"1109","2018","District of Columbia",3244
"1110","2018","Florida",1203145
"1111","2018","Georgia",549532
"1112","2018","Guam",1858
"1113","2018","Hawaii",14088
"1114","2018","Idaho",207320
"1115","2018","Illinois",2831447
"1116","2018","Indiana",896148
"1117","2018","Iowa",189159
"1118","2018","Kansas",172047
"1119","2018","Kentucky",4912441
"1120","2018","Louisiana",307192
"1121","2018","Maine",93360
"1122","2018","Mariana Islands",179
"1123","2018","Maryland",151470
"1124","2018","Massachusetts",211295
"1125","2018","Michigan",489957
"1126","2018","Minnesota",604078
"1127","2018","Mississippi",247278
"1128","2018","Missouri",496184
"1129","2018","Montana",117607
"1130","2018","Nebraska",74477
"1131","2018","Nevada",127434
"1132","2018","New Hampshire",120889
"1133","2018","New Jersey",93124
"1134","2018","New Mexico",156853
"1135","2018","New York",358614
"1136","2018","North Carolina",529916
"1137","2018","North Dakota",62334
"1138","2018","Ohio",717475
"1139","2018","Oklahoma",332291
"1140","2018","Oregon",359682
"1141","2018","Pennsylvania",1021943
"1142","2018","Puerto Rico",29275
"1143","2018","Rhode Island",25030
"1144","2018","South Carolina",280749
"1145","2018","South Dakota",90693
"1146","2018","Tennessee",694101
"1147","2018","Texas",1571632
"1148","2018","Utah",295858
"1149","2018","Vermont",41550
"1150","2018","Virgin Islands",1436
"1151","2018","Virginia",476760
"1152","2018","Washington",627301
"1153","2018","West Virginia",241678
"1154","2018","Wisconsin",452520
"1155","2018","Wyoming",60150
"1156","2019","Alabama",512327
"1157","2019","Alaska",61870
"1158","2019","Arizona",303389
"1159","2019","Arkansas",172453
"1160","2019","California",1041267
"1161","2019","Colorado",382357
"1162","2019","Connecticut",145857
"1163","2019","Delaware",37249
"1164","2019","District of Columbia",4576
"1165","2019","Florida",959476
"1166","2019","Georgia",427355
"1167","2019","Guam",1922
"1168","2019","Hawaii",10544
"1169","2019","Idaho",171281
"1170","2019","Illinois",3951294
"1171","2019","Indiana",1288797
"1172","2019","Iowa",142236
"1173","2019","Kansas",129123
"1174","2019","Kentucky",3323854
"1175","2019","Louisiana",218214
"1176","2019","Maine",73523
"1177","2019","Mariana Islands",166
"1178","2019","Maryland",119349
"1179","2019","Massachusetts",180598
"1180","2019","Michigan",391523
"1181","2019","Minnesota",568144
"1182","2019","Mississippi",179090
"1183","2019","Missouri",388721
"1184","2019","Montana",92988
"1185","2019","Nebraska",53757
"1186","2019","Nevada",105126
"1187","2019","New Hampshire",92403
"1188","2019","New Jersey",74875
"1189","2019","New Mexico",127692
"1190","2019","New York",288968
"1191","2019","North Carolina",427676
"1192","2019","North Dakota",48593
"1193","2019","Ohio",503761
"1194","2019","Oklahoma",277620
"1195","2019","Oregon",288021
"1196","2019","Pennsylvania",799493
"1197","2019","Puerto Rico",24224
"1198","2019","Rhode Island",19783
"1199","2019","South Carolina",258666
"1200","2019","South Dakota",67917
"1201","2019","Tennessee",501387
"1202","2019","Texas",1180373
"1203","2019","Utah",659033
"1204","2019","Vermont",29265
"1205","2019","Virgin Islands",1192
"1206","2019","Virginia",378545
"1207","2019","Washington",514172
"1208","2019","West Virginia",162355
"1209","2019","Wisconsin",350192
"1210","2019","Wyoming",48324
